6677.6s 1 
6677.6s 2 This could be a false alarm, with some parameters getting used by language bindings but
6677.6s 3 then being mistakenly passed down to XGBoost core, or some parameter actually being used
6677.6s 4 but getting flagged wrongly here. Please open an issue if you find any such cases.
6677.6s 5 
6677.6s 6 
6677.6s 7 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6677.6s 8 UserWarning,
6677.6s 9 [0]	validation_0-mlogloss:1.70836
6735.5s 1451 [374]	validation_0-mlogloss:0.40652
6735.6s 1452 [375]	validation_0-mlogloss:0.40636
6735.6s 1453 [376]	validation_0-mlogloss:0.40617
6735.6s 1454 [377]	validation_0-mlogloss:0.40587
6735.6s 1455 [378]	validation_0-mlogloss:0.40576
6735.6s 1456 [379]	validation_0-mlogloss:0.40561
6735.6s 1457 [380]	validation_0-mlogloss:0.40556
6735.7s 1458 [381]	validation_0-mlogloss:0.40534
6735.7s 1459 [382]	validation_0-mlogloss:0.40507
6735.7s 1460 [383]	validation_0-mlogloss:0.40499
6735.7s 1461 [384]	validation_0-mlogloss:0.40472
6735.7s 1462 [385]	validation_0-mlogloss:0.40449
6735.7s 1463 [386]	validation_0-mlogloss:0.40430
6735.8s 1464 [387]	validation_0-mlogloss:0.40417
6735.8s 1465 [388]	validation_0-mlogloss:0.40383
6735.8s 1466 [389]	validation_0-mlogloss:0.40369
6735.8s 1467 [390]	validation_0-mlogloss:0.40361
6735.8s 1468 [391]	validation_0-mlogloss:0.40361
6735.8s 1469 [392]	validation_0-mlogloss:0.40352
6735.8s 1470 [393]	validation_0-mlogloss:0.40351
6735.9s 1471 [394]	validation_0-mlogloss:0.40339
6735.9s 1472 [395]	validation_0-mlogloss:0.40311
6735.9s 1473 [396]	validation_0-mlogloss:0.40285
6735.9s 1474 [397]	validation_0-mlogloss:0.40254
6735.9s 1475 [398]	validation_0-mlogloss:0.40236
6735.9s 1476 [399]	validation_0-mlogloss:0.40216
6736.1s 1477 precision    recall  f1-score   support
6736.1s 1478 
6736.1s 1479 0       1.00      1.00      1.00       413
6736.1s 1480 1       0.71      0.75      0.73       413
6736.1s 1481 2       0.91      0.96      0.93       411
6736.1s 1482 3       1.00      0.99      1.00       389
6736.1s 1483 4       0.63      0.62      0.63       380
6736.1s 1484 5       0.77      0.65      0.70       310
6736.1s 1485 
6736.1s 1486 accuracy                           0.84      2316
6736.1s 1487 macro avg       0.83      0.83      0.83      2316
6736.1s 1488 weighted avg       0.84      0.84      0.84      2316
6736.1s 1489 
6736.1s 1490 [32m[I 2022-06-15 17:55:03,554][0m Trial 15 finished with value: 0.8389464594127807 and parameters: {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}. Best is trial 15 with value: 0.8389464594127807.[0m
6736.1s 1491 (44004, 75)
6736.1s 1492 (44004,)
6736.1s 1493 (2316, 75)
6736.1s 1494 (2316,)
6736.2s 1495 [0]	validation_0-mlogloss:1.63593
6736.3s 1496 [1]	validation_0-mlogloss:1.51549
6736.3s 1497 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6736.3s 1498 UserWarning,
6736.3s 1499 [2]	validation_0-mlogloss:1.41681
6736.3s 1500 [3]	validation_0-mlogloss:1.33329
6736.3s 1501 [4]	validation_0-mlogloss:1.26264
6736.4s 1502 [5]	validation_0-mlogloss:1.20128
6736.4s 1503 [6]	validation_0-mlogloss:1.14691
6736.4s 1504 [7]	validation_0-mlogloss:1.09939
6736.4s 1505 [8]	validation_0-mlogloss:1.05741
6736.4s 1506 [9]	validation_0-mlogloss:1.01892
6736.5s 1507 [10]	validation_0-mlogloss:0.98501
6736.5s 1508 [11]	validation_0-mlogloss:0.95323
6736.5s 1509 [12]	validation_0-mlogloss:0.92339
6736.5s 1510 [13]	validation_0-mlogloss:0.89727
6736.5s 1511 [14]	validation_0-mlogloss:0.87362
6736.6s 1512 [15]	validation_0-mlogloss:0.85157
6736.6s 1513 [16]	validation_0-mlogloss:0.83161
6736.6s 1514 [17]	validation_0-mlogloss:0.81254
6736.6s 1515 [18]	validation_0-mlogloss:0.79590
6736.6s 1516 [19]	validation_0-mlogloss:0.78080
6736.6s 1517 [20]	validation_0-mlogloss:0.76633
6736.7s 1518 [21]	validation_0-mlogloss:0.75324
6736.7s 1519 [22]	validation_0-mlogloss:0.74085
6736.7s 1520 [23]	validation_0-mlogloss:0.72997
6736.7s 1521 [24]	validation_0-mlogloss:0.71980
6736.7s 1522 [25]	validation_0-mlogloss:0.71010
6736.8s 1523 [26]	validation_0-mlogloss:0.70125
6736.8s 1524 [27]	validation_0-mlogloss:0.69325
6736.8s 1525 [28]	validation_0-mlogloss:0.68532
6736.8s 1526 [29]	validation_0-mlogloss:0.67795
6736.8s 1527 [30]	validation_0-mlogloss:0.67030
6736.8s 1528 [31]	validation_0-mlogloss:0.66276
6736.9s 1529 [32]	validation_0-mlogloss:0.65620
6736.9s 1530 [33]	validation_0-mlogloss:0.65017
6736.9s 1531 [34]	validation_0-mlogloss:0.64438
6736.9s 1532 [35]	validation_0-mlogloss:0.63895
6736.9s 1533 [36]	validation_0-mlogloss:0.63405
6737.0s 1534 [37]	validation_0-mlogloss:0.62825
6737.0s 1535 [38]	validation_0-mlogloss:0.62401
6737.0s 1536 [39]	validation_0-mlogloss:0.61888
6737.0s 1537 [40]	validation_0-mlogloss:0.61413
6737.0s 1538 [41]	validation_0-mlogloss:0.60978
6737.0s 1539 [42]	validation_0-mlogloss:0.60526
6737.1s 1540 [43]	validation_0-mlogloss:0.60137
6737.1s 1541 [44]	validation_0-mlogloss:0.59760
6737.1s 1542 [45]	validation_0-mlogloss:0.59409
6737.1s 1543 [46]	validation_0-mlogloss:0.59094
6737.1s 1544 [47]	validation_0-mlogloss:0.58748
6737.2s 1545 [48]	validation_0-mlogloss:0.58509
6737.2s 1546 [49]	validation_0-mlogloss:0.58196
6737.2s 1547 [50]	validation_0-mlogloss:0.57945
6737.2s 1548 [51]	validation_0-mlogloss:0.57673
6737.2s 1549 [52]	validation_0-mlogloss:0.57359
6737.3s 1550 [53]	validation_0-mlogloss:0.57171
6737.3s 1551 [54]	validation_0-mlogloss:0.56956
6737.3s 1552 [55]	validation_0-mlogloss:0.56669
6737.3s 1553 [56]	validation_0-mlogloss:0.56506
6737.3s 1554 [57]	validation_0-mlogloss:0.56253
6737.3s 1555 [58]	validation_0-mlogloss:0.56043
6737.4s 1556 [59]	validation_0-mlogloss:0.55849
6737.4s 1557 [60]	validation_0-mlogloss:0.55677
6737.4s 1558 [61]	validation_0-mlogloss:0.55508
6737.4s 1559 [62]	validation_0-mlogloss:0.55311
6737.4s 1560 [63]	validation_0-mlogloss:0.55166
6737.5s 1561 [64]	validation_0-mlogloss:0.54971
6737.5s 1562 [65]	validation_0-mlogloss:0.54757
6737.5s 1563 [66]	validation_0-mlogloss:0.54562
6737.5s 1564 [67]	validation_0-mlogloss:0.54398
6737.5s 1565 [68]	validation_0-mlogloss:0.54235
6737.6s 1566 [69]	validation_0-mlogloss:0.54054
6737.6s 1567 [70]	validation_0-mlogloss:0.53885
6737.6s 1568 [71]	validation_0-mlogloss:0.53714
6737.6s 1569 [72]	validation_0-mlogloss:0.53584
6737.6s 1570 [73]	validation_0-mlogloss:0.53410
6737.7s 1571 [74]	validation_0-mlogloss:0.53290
6737.7s 1572 [75]	validation_0-mlogloss:0.53165
6737.7s 1573 [76]	validation_0-mlogloss:0.53043
6737.7s 1574 [77]	validation_0-mlogloss:0.52903
6737.7s 1575 [78]	validation_0-mlogloss:0.52774
6737.7s 1576 [79]	validation_0-mlogloss:0.52645
6737.8s 1577 [80]	validation_0-mlogloss:0.52536
6737.8s 1578 [81]	validation_0-mlogloss:0.52406
6737.8s 1579 [82]	validation_0-mlogloss:0.52313
6737.8s 1580 [83]	validation_0-mlogloss:0.52184
6737.8s 1581 [84]	validation_0-mlogloss:0.52059
6737.9s 1582 [85]	validation_0-mlogloss:0.51974
6737.9s 1583 [86]	validation_0-mlogloss:0.51868
6737.9s 1584 [87]	validation_0-mlogloss:0.51701
6737.9s 1585 [88]	validation_0-mlogloss:0.51620
6737.9s 1586 [89]	validation_0-mlogloss:0.51506
6738.0s 1587 [90]	validation_0-mlogloss:0.51406
6738.0s 1588 [91]	validation_0-mlogloss:0.51320
6738.0s 1589 [92]	validation_0-mlogloss:0.51239
6738.0s 1590 [93]	validation_0-mlogloss:0.51166
6738.0s 1591 [94]	validation_0-mlogloss:0.51098
6738.0s 1592 [95]	validation_0-mlogloss:0.51021
6738.1s 1593 [96]	validation_0-mlogloss:0.50974
6738.1s 1594 [97]	validation_0-mlogloss:0.50857
6738.1s 1595 [98]	validation_0-mlogloss:0.50732
6738.1s 1596 [99]	validation_0-mlogloss:0.50629
6738.1s 1597 [100]	validation_0-mlogloss:0.50561
6738.1s 1598 [101]	validation_0-mlogloss:0.50520
6738.2s 1599 [102]	validation_0-mlogloss:0.50463
6738.2s 1600 [103]	validation_0-mlogloss:0.50401
6738.2s 1601 [104]	validation_0-mlogloss:0.50290
6738.2s 1602 [105]	validation_0-mlogloss:0.50200
6738.2s 1603 [106]	validation_0-mlogloss:0.50102
6738.3s 1604 [107]	validation_0-mlogloss:0.49954
6738.3s 1605 [108]	validation_0-mlogloss:0.49854
6738.3s 1606 [109]	validation_0-mlogloss:0.49739
6738.3s 1607 [110]	validation_0-mlogloss:0.49681
6738.3s 1608 [111]	validation_0-mlogloss:0.49583
6738.3s 1609 [112]	validation_0-mlogloss:0.49526
6738.4s 1610 [113]	validation_0-mlogloss:0.49407
6738.4s 1611 [114]	validation_0-mlogloss:0.49337
6738.4s 1612 [115]	validation_0-mlogloss:0.49285
6738.4s 1613 [116]	validation_0-mlogloss:0.49207
6738.4s 1614 [117]	validation_0-mlogloss:0.49141
6738.4s 1615 [118]	validation_0-mlogloss:0.48995
6738.5s 1616 [119]	validation_0-mlogloss:0.48906
6738.5s 1617 [120]	validation_0-mlogloss:0.48853
6738.5s 1618 [121]	validation_0-mlogloss:0.48806
6738.5s 1619 [122]	validation_0-mlogloss:0.48739
6738.5s 1620 [123]	validation_0-mlogloss:0.48644
6738.5s 1621 [124]	validation_0-mlogloss:0.48587
6738.6s 1622 [125]	validation_0-mlogloss:0.48518
6738.6s 1623 [126]	validation_0-mlogloss:0.48471
6738.6s 1624 [127]	validation_0-mlogloss:0.48374
6738.6s 1625 [128]	validation_0-mlogloss:0.48306
6738.6s 1626 [129]	validation_0-mlogloss:0.48248
6738.7s 1627 [130]	validation_0-mlogloss:0.48173
6738.7s 1628 [131]	validation_0-mlogloss:0.48141
6738.7s 1629 [132]	validation_0-mlogloss:0.48063
6738.7s 1630 [133]	validation_0-mlogloss:0.48005
6738.7s 1631 [134]	validation_0-mlogloss:0.47952
6738.7s 1632 [135]	validation_0-mlogloss:0.47906
6738.7s 1633 [136]	validation_0-mlogloss:0.47782
6738.8s 1634 [137]	validation_0-mlogloss:0.47714
6738.8s 1635 [138]	validation_0-mlogloss:0.47656
6738.8s 1636 [139]	validation_0-mlogloss:0.47584
6738.8s 1637 [140]	validation_0-mlogloss:0.47514
6738.8s 1638 [141]	validation_0-mlogloss:0.47461
6738.9s 1639 [142]	validation_0-mlogloss:0.47356
6738.9s 1640 [143]	validation_0-mlogloss:0.47315
6738.9s 1641 [144]	validation_0-mlogloss:0.47272
6738.9s 1642 [145]	validation_0-mlogloss:0.47219
6738.9s 1643 [146]	validation_0-mlogloss:0.47198
6738.9s 1644 [147]	validation_0-mlogloss:0.47138
6739.0s 1645 [148]	validation_0-mlogloss:0.47104
6739.0s 1646 [149]	validation_0-mlogloss:0.47041
6739.0s 1647 [150]	validation_0-mlogloss:0.47012
6739.0s 1648 [151]	validation_0-mlogloss:0.46959
6739.0s 1649 [152]	validation_0-mlogloss:0.46904
6739.0s 1650 [153]	validation_0-mlogloss:0.46859
6739.1s 1651 [154]	validation_0-mlogloss:0.46796
6739.1s 1652 [155]	validation_0-mlogloss:0.46776
6739.1s 1653 [156]	validation_0-mlogloss:0.46722
6739.1s 1654 [157]	validation_0-mlogloss:0.46662
6739.1s 1655 [158]	validation_0-mlogloss:0.46614
6740.9s 1656 [159]	validation_0-mlogloss:0.46570
6740.9s 1657 [160]	validation_0-mlogloss:0.46531
6740.9s 1658 [161]	validation_0-mlogloss:0.46498
6740.9s 1659 [162]	validation_0-mlogloss:0.46440
6740.9s 1660 [163]	validation_0-mlogloss:0.46420
6740.9s 1661 [164]	validation_0-mlogloss:0.46357
6740.9s 1662 [165]	validation_0-mlogloss:0.46328
6740.9s 1663 [166]	validation_0-mlogloss:0.46287
6740.9s 1664 [167]	validation_0-mlogloss:0.46186
6740.9s 1665 [168]	validation_0-mlogloss:0.46157
6740.9s 1666 [169]	validation_0-mlogloss:0.46081
6740.9s 1667 [170]	validation_0-mlogloss:0.46051
6740.9s 1668 [171]	validation_0-mlogloss:0.46011
6740.9s 1669 [172]	validation_0-mlogloss:0.45985
6740.9s 1670 [173]	validation_0-mlogloss:0.45949
6740.9s 1671 [174]	validation_0-mlogloss:0.45899
6740.9s 1672 [175]	validation_0-mlogloss:0.45872
6740.9s 1673 [176]	validation_0-mlogloss:0.45832
6740.9s 1674 [177]	validation_0-mlogloss:0.45756
6740.9s 1675 [178]	validation_0-mlogloss:0.45710
6740.9s 1676 [179]	validation_0-mlogloss:0.45679
6740.9s 1677 [180]	validation_0-mlogloss:0.45645
6740.9s 1678 [181]	validation_0-mlogloss:0.45624
6740.9s 1679 [182]	validation_0-mlogloss:0.45608
6740.9s 1680 [183]	validation_0-mlogloss:0.45563
6740.9s 1681 [184]	validation_0-mlogloss:0.45533
6740.9s 1682 [185]	validation_0-mlogloss:0.45467
6740.9s 1683 [186]	validation_0-mlogloss:0.45404
6740.9s 1684 [187]	validation_0-mlogloss:0.45354
6740.9s 1685 [188]	validation_0-mlogloss:0.45313
6740.9s 1686 [189]	validation_0-mlogloss:0.45257
6740.9s 1687 [190]	validation_0-mlogloss:0.45240
6740.9s 1688 [191]	validation_0-mlogloss:0.45212
6740.9s 1689 [192]	validation_0-mlogloss:0.45188
6740.9s 1690 [193]	validation_0-mlogloss:0.45127
6740.9s 1691 [194]	validation_0-mlogloss:0.45084
6740.9s 1692 [195]	validation_0-mlogloss:0.44995
6740.9s 1693 [196]	validation_0-mlogloss:0.44977
6740.9s 1694 [197]	validation_0-mlogloss:0.44945
6740.9s 1695 [198]	validation_0-mlogloss:0.44904
6740.9s 1696 [199]	validation_0-mlogloss:0.44868
6740.9s 1697 [200]	validation_0-mlogloss:0.44852
6740.9s 1698 [201]	validation_0-mlogloss:0.44794
6740.9s 1699 [202]	validation_0-mlogloss:0.44767
6740.9s 1700 [203]	validation_0-mlogloss:0.44733
6740.9s 1701 [204]	validation_0-mlogloss:0.44724
6740.9s 1702 [205]	validation_0-mlogloss:0.44670
6740.9s 1703 [206]	validation_0-mlogloss:0.44650
6740.9s 1704 [207]	validation_0-mlogloss:0.44620
6740.9s 1705 [208]	validation_0-mlogloss:0.44567
6741.0s 1706 [209]	validation_0-mlogloss:0.44485
6741.0s 1707 [210]	validation_0-mlogloss:0.44435
6741.0s 1708 [211]	validation_0-mlogloss:0.44403
6741.0s 1709 [212]	validation_0-mlogloss:0.44354
6741.0s 1710 [213]	validation_0-mlogloss:0.44321
6741.0s 1711 [214]	validation_0-mlogloss:0.44306
6741.0s 1712 [215]	validation_0-mlogloss:0.44248
6741.0s 1713 [216]	validation_0-mlogloss:0.44215
6741.0s 1714 [217]	validation_0-mlogloss:0.44184
6741.0s 1715 [218]	validation_0-mlogloss:0.44165
6741.0s 1716 [219]	validation_0-mlogloss:0.44122
6741.0s 1717 [220]	validation_0-mlogloss:0.44104
6741.0s 1718 [221]	validation_0-mlogloss:0.44082
6741.0s 1719 [222]	validation_0-mlogloss:0.44053
6741.0s 1720 [223]	validation_0-mlogloss:0.44031
6741.0s 1721 [224]	validation_0-mlogloss:0.44008
6741.0s 1722 [225]	validation_0-mlogloss:0.44002
6741.0s 1723 [226]	validation_0-mlogloss:0.43968
6741.0s 1724 [227]	validation_0-mlogloss:0.43952
6741.0s 1725 [228]	validation_0-mlogloss:0.43938
6741.0s 1726 [229]	validation_0-mlogloss:0.43891
6741.0s 1727 [230]	validation_0-mlogloss:0.43861
6741.0s 1728 [231]	validation_0-mlogloss:0.43843
6741.0s 1729 [232]	validation_0-mlogloss:0.43823
6741.0s 1730 [233]	validation_0-mlogloss:0.43816
6741.0s 1731 [234]	validation_0-mlogloss:0.43800
6741.0s 1732 [235]	validation_0-mlogloss:0.43762
6741.0s 1733 [236]	validation_0-mlogloss:0.43742
6741.0s 1734 [237]	validation_0-mlogloss:0.43731
6741.0s 1735 [238]	validation_0-mlogloss:0.43721
6741.0s 1736 [239]	validation_0-mlogloss:0.43695
6741.0s 1737 [240]	validation_0-mlogloss:0.43677
6741.0s 1738 [241]	validation_0-mlogloss:0.43625
6741.0s 1739 [242]	validation_0-mlogloss:0.43569
6741.0s 1740 [243]	validation_0-mlogloss:0.43542
6741.0s 1741 [244]	validation_0-mlogloss:0.43496
6741.0s 1742 [245]	validation_0-mlogloss:0.43486
6741.0s 1743 [246]	validation_0-mlogloss:0.43471
6741.0s 1744 [247]	validation_0-mlogloss:0.43456
6741.0s 1745 [248]	validation_0-mlogloss:0.43428
6741.0s 1746 [249]	validation_0-mlogloss:0.43407
6741.0s 1747 [250]	validation_0-mlogloss:0.43360
6741.0s 1748 [251]	validation_0-mlogloss:0.43333
6741.0s 1749 [252]	validation_0-mlogloss:0.43320
6741.0s 1750 [253]	validation_0-mlogloss:0.43314
6741.0s 1751 [254]	validation_0-mlogloss:0.43286
6741.0s 1752 [255]	validation_0-mlogloss:0.43251
6741.0s 1753 [256]	validation_0-mlogloss:0.43189
6741.0s 1754 [257]	validation_0-mlogloss:0.43181
6741.0s 1755 [258]	validation_0-mlogloss:0.43158
6741.0s 1756 [259]	validation_0-mlogloss:0.43137
6741.0s 1757 [260]	validation_0-mlogloss:0.43114
6741.0s 1758 [261]	validation_0-mlogloss:0.43073
6741.0s 1759 [262]	validation_0-mlogloss:0.43041
6741.0s 1760 [263]	validation_0-mlogloss:0.43033
6741.0s 1761 [264]	validation_0-mlogloss:0.43007
6741.0s 1762 [265]	validation_0-mlogloss:0.42986
6741.0s 1763 [266]	validation_0-mlogloss:0.42978
6741.0s 1764 [267]	validation_0-mlogloss:0.42960
6741.1s 1765 [268]	validation_0-mlogloss:0.42941
6741.1s 1766 [269]	validation_0-mlogloss:0.42885
6741.1s 1767 [270]	validation_0-mlogloss:0.42874
6741.1s 1768 [271]	validation_0-mlogloss:0.42859
6741.1s 1769 [272]	validation_0-mlogloss:0.42808
6741.1s 1770 [273]	validation_0-mlogloss:0.42779
6741.2s 1771 [274]	validation_0-mlogloss:0.42773
6741.2s 1772 [275]	validation_0-mlogloss:0.42757
6741.2s 1773 [276]	validation_0-mlogloss:0.42711
6741.2s 1774 [277]	validation_0-mlogloss:0.42695
6741.2s 1775 [278]	validation_0-mlogloss:0.42679
6741.2s 1776 [279]	validation_0-mlogloss:0.42644
6741.2s 1777 [280]	validation_0-mlogloss:0.42634
6741.3s 1778 [281]	validation_0-mlogloss:0.42611
6741.3s 1779 [282]	validation_0-mlogloss:0.42584
6741.3s 1780 [283]	validation_0-mlogloss:0.42565
6741.3s 1781 [284]	validation_0-mlogloss:0.42560
6741.3s 1782 [285]	validation_0-mlogloss:0.42525
6741.3s 1783 [286]	validation_0-mlogloss:0.42491
6741.4s 1784 [287]	validation_0-mlogloss:0.42465
6741.4s 1785 [288]	validation_0-mlogloss:0.42447
6741.4s 1786 [289]	validation_0-mlogloss:0.42432
6741.4s 1787 [290]	validation_0-mlogloss:0.42401
6741.4s 1788 [291]	validation_0-mlogloss:0.42352
6741.4s 1789 [292]	validation_0-mlogloss:0.42327
6741.5s 1790 [293]	validation_0-mlogloss:0.42297
6741.5s 1791 [294]	validation_0-mlogloss:0.42281
6741.5s 1792 [295]	validation_0-mlogloss:0.42248
6741.5s 1793 [296]	validation_0-mlogloss:0.42215
6741.5s 1794 [297]	validation_0-mlogloss:0.42193
6741.5s 1795 [298]	validation_0-mlogloss:0.42177
6741.6s 1796 [299]	validation_0-mlogloss:0.42155
6741.6s 1797 [300]	validation_0-mlogloss:0.42149
6741.6s 1798 [301]	validation_0-mlogloss:0.42113
6741.6s 1799 [302]	validation_0-mlogloss:0.42064
6741.6s 1800 [303]	validation_0-mlogloss:0.42018
6741.6s 1801 [304]	validation_0-mlogloss:0.41976
6741.7s 1802 [305]	validation_0-mlogloss:0.41963
6741.7s 1803 [306]	validation_0-mlogloss:0.41934
6741.7s 1804 [307]	validation_0-mlogloss:0.41875
6741.7s 1805 [308]	validation_0-mlogloss:0.41805
6741.7s 1806 [309]	validation_0-mlogloss:0.41758
6741.7s 1807 [310]	validation_0-mlogloss:0.41713
6741.8s 1808 [311]	validation_0-mlogloss:0.41707
6741.8s 1809 [312]	validation_0-mlogloss:0.41700
6741.8s 1810 [313]	validation_0-mlogloss:0.41682
6741.8s 1811 [314]	validation_0-mlogloss:0.41640
6741.8s 1812 [315]	validation_0-mlogloss:0.41603
6741.8s 1813 [316]	validation_0-mlogloss:0.41593
6741.8s 1814 [317]	validation_0-mlogloss:0.41591
6741.9s 1815 [318]	validation_0-mlogloss:0.41574
6741.9s 1816 [319]	validation_0-mlogloss:0.41560
6741.9s 1817 [320]	validation_0-mlogloss:0.41544
6741.9s 1818 [321]	validation_0-mlogloss:0.41520
6741.9s 1819 [322]	validation_0-mlogloss:0.41503
6741.9s 1820 [323]	validation_0-mlogloss:0.41490
6742.0s 1821 [324]	validation_0-mlogloss:0.41484
6742.0s 1822 [325]	validation_0-mlogloss:0.41478
6742.0s 1823 [326]	validation_0-mlogloss:0.41451
6742.0s 1824 [327]	validation_0-mlogloss:0.41431
6742.0s 1825 [328]	validation_0-mlogloss:0.41421
6742.0s 1826 [329]	validation_0-mlogloss:0.41408
6742.0s 1827 [330]	validation_0-mlogloss:0.41367
6742.1s 1828 [331]	validation_0-mlogloss:0.41349
6742.1s 1829 [332]	validation_0-mlogloss:0.41329
6742.1s 1830 [333]	validation_0-mlogloss:0.41313
6742.1s 1831 [334]	validation_0-mlogloss:0.41273
6742.1s 1832 [335]	validation_0-mlogloss:0.41250
6742.1s 1833 [336]	validation_0-mlogloss:0.41237
6742.2s 1834 [337]	validation_0-mlogloss:0.41226
6742.2s 1835 [338]	validation_0-mlogloss:0.41193
6742.2s 1836 [339]	validation_0-mlogloss:0.41149
6742.2s 1837 [340]	validation_0-mlogloss:0.41133
6742.2s 1838 [341]	validation_0-mlogloss:0.41122
6742.2s 1839 [342]	validation_0-mlogloss:0.41118
6742.3s 1840 [343]	validation_0-mlogloss:0.41110
6742.3s 1841 [344]	validation_0-mlogloss:0.41101
6742.3s 1842 [345]	validation_0-mlogloss:0.41081
6742.3s 1843 [346]	validation_0-mlogloss:0.41079
6742.3s 1844 [347]	validation_0-mlogloss:0.41064
6742.3s 1845 [348]	validation_0-mlogloss:0.41061
6742.3s 1846 [349]	validation_0-mlogloss:0.41043
6742.4s 1847 [350]	validation_0-mlogloss:0.41038
6742.4s 1848 [351]	validation_0-mlogloss:0.41007
6742.4s 1849 [352]	validation_0-mlogloss:0.41003
6742.4s 1850 [353]	validation_0-mlogloss:0.40968
6742.4s 1851 [354]	validation_0-mlogloss:0.40962
6742.4s 1852 [355]	validation_0-mlogloss:0.40949
6742.4s 1853 [356]	validation_0-mlogloss:0.40934
6742.4s 1854 [357]	validation_0-mlogloss:0.40927
6742.5s 1855 [358]	validation_0-mlogloss:0.40921
6742.5s 1856 [359]	validation_0-mlogloss:0.40909
6742.5s 1857 [360]	validation_0-mlogloss:0.40883
6742.5s 1858 [361]	validation_0-mlogloss:0.40876
6742.5s 1859 [362]	validation_0-mlogloss:0.40864
6742.5s 1860 [363]	validation_0-mlogloss:0.40859
6742.5s 1861 [364]	validation_0-mlogloss:0.40814
6742.6s 1862 [365]	validation_0-mlogloss:0.40802
6742.6s 1863 [366]	validation_0-mlogloss:0.40784
6742.6s 1864 [367]	validation_0-mlogloss:0.40763
6742.6s 1865 [368]	validation_0-mlogloss:0.40752
6742.6s 1866 [369]	validation_0-mlogloss:0.40748
6742.6s 1867 [370]	validation_0-mlogloss:0.40719
6742.7s 1868 [371]	validation_0-mlogloss:0.40704
6742.7s 1869 [372]	validation_0-mlogloss:0.40691
6742.7s 1870 [373]	validation_0-mlogloss:0.40669
6742.7s 1871 [374]	validation_0-mlogloss:0.40652
6742.7s 1872 [375]	validation_0-mlogloss:0.40636
6742.7s 1873 [376]	validation_0-mlogloss:0.40617
6742.7s 1874 [377]	validation_0-mlogloss:0.40587
6742.8s 1875 [378]	validation_0-mlogloss:0.40576
6742.8s 1876 [379]	validation_0-mlogloss:0.40561
6742.8s 1877 [380]	validation_0-mlogloss:0.40556
6742.8s 1878 [381]	validation_0-mlogloss:0.40534
6742.8s 1879 [382]	validation_0-mlogloss:0.40507
6742.8s 1880 [383]	validation_0-mlogloss:0.40499
6742.9s 1881 [384]	validation_0-mlogloss:0.40472
6742.9s 1882 [385]	validation_0-mlogloss:0.40449
6742.9s 1883 [386]	validation_0-mlogloss:0.40430
6742.9s 1884 [387]	validation_0-mlogloss:0.40417
6742.9s 1885 [388]	validation_0-mlogloss:0.40383
6742.9s 1886 [389]	validation_0-mlogloss:0.40369
6743.0s 1887 [390]	validation_0-mlogloss:0.40361
6743.0s 1888 [391]	validation_0-mlogloss:0.40361
6743.0s 1889 [392]	validation_0-mlogloss:0.40352
6743.0s 1890 [393]	validation_0-mlogloss:0.40351
6743.0s 1891 [394]	validation_0-mlogloss:0.40339
6743.0s 1892 [395]	validation_0-mlogloss:0.40311
6743.1s 1893 [396]	validation_0-mlogloss:0.40285
6743.1s 1894 [397]	validation_0-mlogloss:0.40254
6743.1s 1895 [398]	validation_0-mlogloss:0.40236
6743.1s 1896 [399]	validation_0-mlogloss:0.40216
6743.2s 1897 [32m[I 2022-06-15 17:55:10,711][0m Trial 16 finished with value: 0.8389464594127807 and parameters: {'xgb_est': 400, 'xgb_lr': 0.1, 'xgb_booster': 'gbtree'}. Best is trial 15 with value: 0.8389464594127807.[0m
6743.2s 1898 precision    recall  f1-score   support
6743.2s 1899 
6743.2s 1900 0       1.00      1.00      1.00       413
6743.2s 1901 1       0.71      0.75      0.73       413
6743.2s 1902 2       0.91      0.96      0.93       411
6743.2s 1903 3       1.00      0.99      1.00       389
6743.2s 1904 4       0.63      0.62      0.63       380
6743.2s 1905 5       0.77      0.65      0.70       310
6743.2s 1906 
6743.2s 1907 accuracy                           0.84      2316
6743.2s 1908 macro avg       0.83      0.83      0.83      2316
6743.2s 1909 weighted avg       0.84      0.84      0.84      2316
6743.2s 1910 
6743.3s 1911 (44004, 75)
6743.3s 1912 (44004,)
6743.3s 1913 (2316, 75)
6743.3s 1914 (2316,)
6743.4s 1915 [0]	validation_0-mlogloss:1.63593
6743.4s 1916 /opt/conda/lib/python3.7/site-packages/xgboost/sklearn.py:797: UserWarning: `eval_metric` in `fit` method is deprecated for better compatibility with scikit-learn, use `eval_metric` in constructor or`set_params` instead.
6743.4s 1917 UserWarning,
6743.4s 1918 [1]	validation_0-mlogloss:1.51549
6743.5s 1919 [2]	validation_0-mlogloss:1.41681
6743.5s 1920 [3]	validation_0-mlogloss:1.33329
6743.6s 1921 [4]	validation_0-mlogloss:1.26264
6743.6s 1922 [5]	validation_0-mlogloss:1.20128
